0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10
-1.3036e-14,7.2255,11.492,14.307,16.305,17.795,18.95,19.872,20.624,21.249,21.777,22.23,22.621,22.963,23.265,23.533,23.772,23.988,24.183,24.36,24.521
