0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10
3.2048e-14,4.9977,8.076,10.162,11.67,12.81,13.702,14.42,15.01,15.503,15.921,16.28,16.592,16.866,17.108,17.323,17.516,17.69,17.847,17.99,18.121
