5.6597e-10,1.4989e-10,1.506,1.506,37.705
7.5,1.0338e-10,1.272,1.272,37.705
7.5,8.4091e-11,1.374,1.374,37.705
7.5,8.0399e-11,5.056,5.056,37.705
7.5,8.992e-11,1.954,1.954,37.705
1.7203e-09,1.5765e-10,1.135,1.135,37.705
4.0064e-10,1.9572e-10,1.33,1.33,37.705
1.9378e-10,1.6945e-10,2.762,2.762,37.705
2.151e-10,1.2665e-10,2.864,2.864,37.705
1.3081e-10,1.1512e-10,2.781,2.781,37.705
9.8143e-11,1.0366e-10,2.751,2.751,37.705
8.9038e-11,8.7526e-11,2.619,2.619,37.705
7.5868e-11,5.6201e-11,2.253,2.253,37.705
4.6299e-11,0.73667,2.1753,2.912,37.705
1.7668e-11,2.865,3.0941e-11,2.865,37.705
1.3377e-11,5.1473,2.011e-11,5.1473,37.705
1.0504e-11,6.1233,1.4283e-11,6.1233,37.705
1.7137e-11,5.9323,2.9866e-11,5.9323,37.705
2.4859e-11,4.8453,6.3022e-11,4.8453,37.705
1.2383e-10,6.2417e-11,4.6143,4.6143,37.705
6.5548e-11,1.3857e-10,4.5543,4.5543,37.705
1.3721e-10,1.0228e-10,4.5263,4.5263,37.705
1.6732e-10,1.2855e-10,4.4373,4.4373,37.705
1.6683e-10,1.8831e-10,4.4173,4.4173,37.705
